"id","name","severity","state","version","createdDate","modifiedUserId","lastUpdated","isDeleted","alertType","entityId","customerId","siteId","stationId","attributes"
"4976b3e2-8674-42f3-8241-626e9651d46f","ecoboxDisconnection Alert for new ink backup","40","activated",3,"2022-08-10 06:49:19.701945","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:22:45.062994",False,"ecoboxDisconnection","9cabb69d-0199-40a4-b1ac-0b14b52a4547","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"bef4b1c3-5d8c-4ea4-9470-d44eb2129adf","deviceDisconnection Alert for #1 - Compair L160RS","40","activated",3,"2022-08-11 19:05:46.303719","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:25:48.39799",False,"deviceDisconnection","c40c4933-bf62-46ac-bfa1-e966f83194a3","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"61a82a06-ec7a-43b0-8be4-a9fc15699e5e","deviceDisconnection Alert for Systems pressure","40","activated",3,"2022-08-10 06:49:16.0312","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:22:28.265871",False,"deviceDisconnection","2a236c03-15d5-455f-a82b-3cd8ecb0d8a1","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"a2e42280-4235-409e-b4e3-aec2ae9fd95a","deviceDisconnection Alert for #1 - Compair L160RS","40","activated",3,"2022-08-28 11:24:16.013082","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:25:46.16034",False,"deviceDisconnection","80519530-0f2a-4216-8460-1103761fa67c","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"3ec5e5ab-176a-4ac2-b087-b9c6b36ecad5","deviceDisconnection Alert for Comp 9 Flow (Not Active)","40","activated",3,"2022-08-12 04:02:29.346081","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:24:13.142315",False,"deviceDisconnection","017a3fea-4993-458b-9bab-a7f2bc69ac6b","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"629e0030-ddd8-4dc4-9567-95677557a9dd","deviceDisconnection Alert for #1 - Compair L160RS","40","activated",3,"2022-08-28 10:29:01.442189","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:25:41.596336",False,"deviceDisconnection","e2795454-0d8d-4692-91fd-9e5a0802c2ef","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"f59f6cdd-4eb0-4a40-a8ad-b8499ca81a70","deviceDisconnection Alert for Comp 7 Flow (Not Active)","40","activated",3,"2022-08-12 03:03:45.541537","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:24:04.75986",False,"deviceDisconnection","7b5e790c-453d-4ae4-89ee-dc3d21caeb2a","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"5e387d17-6cb6-4cd1-841c-2552b0daf90d","deviceDisconnection Alert for Comp 4 Power","40","activated",3,"2022-08-10 06:49:14.104538","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:24:19.336548",False,"deviceDisconnection","75599eff-83c5-4474-88ee-36563f432015","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"0e510752-9846-4e8a-8391-2d8c0687106b","deviceDisconnection Alert for #7 - Boge S125","40","activated",3,"2022-08-11 19:05:49.338806","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:24:54.307948",False,"deviceDisconnection","a660c5d0-f8f7-4aff-8e0f-1153060ced01","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"7182349d-b698-4565-90c2-7bcda003c5f4","deviceDisconnection Alert for #6 - Compair L75RS","40","activated",3,"2022-08-10 06:49:10.426024","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:25:03.560432",False,"deviceDisconnection","40b65b7a-8fc8-4e49-bc39-78b735f0b622","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
"7ae6465a-1f2c-421c-a4c4-73239e97542b","deviceDisconnection Alert for #4 - Compair L75RS","40","activated",3,"2022-08-11 19:05:47.352051","5f21bc50-45af-47b4-99ba-122b5118d6b5","2022-10-24 08:25:06.735949",False,"deviceDisconnection","a4b2756d-3f53-467c-9eef-53f9265868fe","a634dfb1-545c-44a4-9082-be9ecc3b55db","8c20de48-9cfa-4953-9c2e-3a3f817555ba","eb98f226-3101-44db-8f7b-edf8febd0862",NULL
